фев.87	692	600	207	207
фев.87	693	528	244	244
фев.87	694	744	780	780
фев.87	719	744	653	653
фев.87	770	48	35	35
мар.87	352P	744	670	670
мар.87	370P	744	239	239
мар.87	37P	744	1880	1880
мар.87	593	744	969	969
мар.87	618	744	237	237
мар.87	639	744	1074	1074
мар.87	642	744	644	644
мар.87	643	744	1116	1128
мар.87	644	360	27	148
мар.87	645	240	423	450
мар.87	664	24	14	17
мар.87	666	744	484	1210
мар.87	668	744	1209	1209
мар.87	670	744	291	364
мар.87	691	408	287	287
мар.87	692	312	6	115
мар.87	694	744	676	676
мар.87	696	480	606	606
мар.87	718	48	26	26
мар.87	719	744	806	806
мар.87	746	240	312	312
мар.87	769	192	234	312
апр.87	352P	720	706	706
апр.87	370P	720	253	253
апр.87	37P	720	1980	1980
апр.87	577	216	342	342
апр.87	578	168	236	236
апр.87	593	720	1022	1022
апр.87	614	672	609	609
апр.87	618	720	249	249
апр.87	639	720	1132	1132
апр.87	642	720	680	680
апр.87	643	360	529	536
апр.87	645	720	1382	1470
апр.87	664	600	501	535
апр.87	666	720	510	1275
апр.87	668	720	1274	1274
апр.87	670	720	307	384
апр.87	691	720	565	565
апр.87	692	504	8	800
апр.87	694	720	712	712
апр.87	696	720	990	990
апр.87	718	720	426	426
апр.87	719	720	850	850
апр.87	720	360	441	441
апр.87	721	48	28	28
апр.87	722	216	294	294
апр.87	746	720	1019	1019
апр.87	769	720	955	1273
май.87	352P	744	602	602
май.87	370P	744	240	240
май.87	37P	744	1930	1930
май.87	577	744	844	844
май.87	578	336	370	370
май.87	593	739	781	781
май.87	614	739	566	566
май.87	618	504	245	245
май.87	639	739	719	719
май.87	640	24	23	23
май.87	642	744	844	844
май.87	645	739	761	761
май.87	664	24	1	20
май.87	666	739	784	784
май.87	668	720	634	634
май.87	670	744	603	2413
май.87	691	744	1086	1086
май.87	692	24	1	36
май.87	694	739	784	784
май.87	696	744	1326	1326
май.87	718	744	724	724
май.87	719	739	657	657
май.87	720	744	724	724
май.87	721	744	362	362
май.87	722	744	602	602
май.87	746	744	602	602
май.87	769	744	1085	1206
июн.87	352P	720	598	598
июн.87	370P	720	238	238
июн.87	37P	720	1912	1912
июн.87	577	720	1384	1384
июн.87	578	720	277	277
июн.87	579	168	251	251
июн.87	593	648	861	861
июн.87	594	72	18	18
июн.87	614	576	369	369
июн.87	618	96	115	115
июн.87	639	480	547	547
июн.87	640	720	185	185
июн.87	642	720	1229	1229
июн.87	645	648	1023	1023
июн.87	666	672	1147	1147
июн.87	668	672	1003	1003
июн.87	670	720	653	2613
июн.87	691	720	798	798
июн.87	694	720	1260	1260
июн.87	696	720	1537	1537
июн.87	718	600	617	617
июн.87	719	720	1537	1537
июн.87	720	720	1720	1720
июн.87	721	720	430	430
июн.87	722	720	1537	1537
июн.87	723	456	584	584
июн.87	724	144	228	228
июн.87	743	240	512	512
июн.87	744	696	1783	1783
июн.87	746	24	18	18
июн.87	747	72	108	108
июн.87	748	168	144	144
июн.87	749	432	1014	1014
июн.87	750	240	358	358
июн.87	768	456	973	973
июн.87	769	720	890	890
июн.87	770	408	871	871
июн.87	771	144	246	246
июн.87	773	240	614	614
июн.87	774	192	385	385
июн.87	775	24	26	26
июл.87	3005	288	237	237
июл.87	3007	216	104	104
июл.87	352P	744	633	633
июл.87	370P	744	272	272
июл.87	37P	744	2081	2081
июл.87	577	744	950	950
июл.87	578	480	394	394
июл.87	579	504	214	214
июл.87	593	744	1629	1629
июл.87	594	744	272	272
июл.87	614	360	329	329
июл.87	618	240	291	291
июл.87	619	264	200	200
июл.87	620	264	200	200
июл.87	639	192	72	72
июл.87	640	408	75	75
июл.87	642	744	340	340
июл.87	645	96	37	37
июл.87	666	744	2081	2081
июл.87	668	696	1752	1752
июл.87	670	744	283	1131
июл.87	691	744	679	679
июл.87	694	744	1583	1583
июл.87	696	744	1130	1130
июл.87	717	120	73	73
июл.87	718	240	154	154
июл.87	719	744	972	972
июл.87	720	744	723	723
июл.87	721	744	679	679
июл.87	722	744	904	904
июл.87	723	744	1765	1765
июл.87	724	744	2148	2148
июл.87	743	744	2599	2599
июл.87	744	744	1877	1877
июл.87	747	744	1583	1583
июл.87	748	480	299	299
июл.87	749	744	1221	1221
июл.87	750	24	26	26
июл.87	768	744	1086	1086
июл.87	769	744	769	769
июл.87	770	456	175	175
июл.87	771	744	1175	1175
июл.87	772	48	2	19
июл.87	773	744	2036	2036
июл.87	774	744	815	815
июл.87	775	744	2081	2081
авг.87	3005	192	123	123
авг.87	3007	744	415	415
авг.87	352P	744	530	530
авг.87	370P	744	230	230
авг.87	37P	744	1708	1708
авг.87	577	744	970	970
авг.87	578	168	83	83
авг.87	579	648	121	121
авг.87	593	744	1385	1385
авг.87	594	744	277	277
авг.87	595	504	140	156
авг.87	599	24	19	19
авг.87	614	312	90	90
авг.87	618	744	1385	1385
авг.87	619	744	693	693
авг.87	620	744	831	831
авг.87	639	312	74	74
авг.87	640	240	127	127
авг.87	642	744	415	415
авг.87	644	96	24	24
авг.87	645	744	277	277
авг.87	666	744	1847	1847
авг.87	668	744	1615	1615
авг.87	670	744	213	576
авг.87	674	336	396	396
авг.87	691	744	646	646
авг.87	694	744	1385	1385
авг.87	696	744	1847	1847
авг.87	698	360	480	480
авг.87	699	336	188	188
авг.87	700	360	558	558
авг.87	717	744	530	530
авг.87	718	24	11	11
авг.87	719	744	1039	1039
авг.87	720	744	970	970
авг.87	721	744	392	392
авг.87	722	744	507	507
авг.87	723	744	1847	1847
авг.87	724	744	2078	2078
авг.87	743	744	2078	2078
авг.87	744	744	1615	1615
авг.87	747	744	1180	1180
авг.87	749	744	1615	1615
авг.87	768	744	1223	1223
авг.87	769	744	970	970
авг.87	770	624	442	442
авг.87	771	744	1708	1708
авг.87	772	240	78	106
авг.87	773	744	1662	1662
авг.87	774	744	1015	1015
авг.87	775	744	2148	2148
сен.87	3005	672	358	358
сен.87	3007	672	324	324
сен.87	352P	672	578	578
сен.87	370P	672	240	240
сен.87	37P	672	1252	1252
сен.87	577	672	1085	1085
сен.87	578	672	47	47
сен.87	579	480	430	430
сен.87	582	168	121	121
сен.87	593	672	940	940
сен.87	594	504	488	488
сен.87	595	624	545	545
сен.87	598	312	223	223
сен.87	599	672	433	433
сен.87	600	384	275	275
сен.87	614	672	843	843
сен.87	618	672	1060	1060
сен.87	619	672	506	506
сен.87	620	672	506	506
сен.87	639	576	82	82
сен.87	640	672	482	482
сен.87	642	672	963	963
сен.87	644	576	268	268
сен.87	645	216	69	69
сен.87	664	288	103	103
сен.87	666	672	1952	1952
сен.87	668	672	1493	1493
сен.87	670	672	405	1013
сен.87	674	672	1035	1035
сен.87	691	672	818	818
сен.87	694	672	1446	1446
сен.87	696	672	868	868
сен.87	698	672	926	926
сен.87	699	672	837	837
сен.87	700	672	1287	1287
сен.87	717	672	1469	1469
сен.87	719	672	1493	1493
сен.87	720	672	697	697
сен.87	721	672	915	915
сен.87	722	672	868	868
сен.87	723	672	891	891
сен.87	724	672	1493	1493
сен.87	725	144	181	181
сен.87	743	672	1638	1638
сен.87	744	672	1257	1257
сен.87	747	600	209	209
сен.87	749	672	963	963
сен.87	751	312	336	336
сен.87	752	144	181	181
сен.87	768	672	834	834
сен.87	769	672	940	940
сен.87	770	672	650	650
сен.87	771	672	1012	1012
сен.87	772	672	240	240
сен.87	773	672	1614	1614
сен.87	774	672	1012	1012
сен.87	775	672	1638	1638
сен.87	776	168	181	181
окт.87	3005	744	968	968
окт.87	3007	744	968	968
окт.87	352P	744	445	445
окт.87	370P	744	214	214
окт.87	37P	744	1721	1721
окт.87	566	168	219	219
окт.87	567	24	24	24
окт.87	577	744	852	852
окт.87	578	408	113	113
окт.87	579	504	347	347
окт.87	582	744	194	969
окт.87	593	744	1291	1291
окт.87	594	744	581	581
окт.87	595	480	298	298
окт.87	596	432	500	500
окт.87	597	696	966	966
окт.87	598	744	429	429
окт.87	599	744	537	537
окт.87	600	744	1075	1075
окт.87	601	168	219	219
окт.87	614	744	752	752
окт.87	618	744	645	645
окт.87	619	384	429	429
окт.87	620	744	860	860
окт.87	622	24	28	28
окт.87	624	24	28	28
окт.87	639	528	763	763
окт.87	640	384	220	220
окт.87	642	744	968	968
окт.87	644	264	92	92
окт.87	646	696	1006	1006
окт.87	647	24	28	28
окт.87	664	480	347	347
окт.87	666	744	1936	1936
окт.87	668	732	1364	1364
окт.87	670	744	632	1808
окт.87	674	732	1106	1106
окт.87	691	732	679	679
окт.87	694	744	1291	1291
окт.87	696	744	1634	1634
окт.87	698	744	1398	1398
окт.87	699	24	22	22
окт.87	700	732	1075	1075
окт.87	717	744	1656	1656
окт.87	719	732	1751	1751
окт.87	720	744	1936	1936
окт.87	721	744	1505	1505
окт.87	722	744	2044	2044
окт.87	723	336	309	309
окт.87	724	732	1195	1195
окт.87	725	96	48	48
окт.87	743	744	1355	1355
окт.87	744	732	1303	1303
окт.87	745	552	479	479
окт.87	747	732	181	181
окт.87	749	744	1033	1033
окт.87	751	744	1505	1505
окт.87	752	120	54	54
окт.87	768	744	1678	1678
окт.87	769	744	723	723
окт.87	770	72	58	58
окт.87	771	744	1506	1506
окт.87	772	744	185	185
окт.87	773	744	1721	1721
окт.87	774	744	779	779
окт.87	775	732	1227	1227
окт.87	776	744	1505	1505
ноя.87	3005	720	759	759
ноя.87	3007	720	741	741
ноя.87	352P	720	273	273
ноя.87	370P	720	285	285
ноя.87	37P	720	1054	1054
ноя.87	566	720	855	855
ноя.87	567	720	721	721
ноя.87	577	720	664	664
ноя.87	578	360	332	332
ноя.87	579	712	741	741
ноя.87	582	720	114	760
ноя.87	584	672	567	567
ноя.87	593	720	1044	1044
ноя.87	594	720	474	474
ноя.87	596	720	664	664
ноя.87	597	720	759	759
ноя.87	598	714	369	369
ноя.87	599	720	664	664
ноя.87	600	720	855	855
ноя.87	601	720	1044	1044
ноя.87	614	720	664	664
ноя.87	618	720	570	570
ноя.87	619	360	379	379
ноя.87	620	720	949	949
ноя.87	622	720	570	570
ноя.87	624	720	664	664
ноя.87	639	720	816	816
ноя.87	640	372	302	302
ноя.87	642	720	759	759
ноя.87	644	720	285	285
ноя.87	646	720	949	949
ноя.87	647	720	759	759
ноя.87	664	456	212	212
ноя.87	666	720	1902	1902
ноя.87	668	720	664	664
ноя.87	669	72	27	38
ноя.87	670	720	465	1329
ноя.87	672	120	95	95
ноя.87	673	408	376	376
ноя.87	674	714	747	747
ноя.87	691	576	297	297
ноя.87	694	720	1044	1044
ноя.87	696	720	1368	1368
ноя.87	697	312	272	272
ноя.87	698	720	1140	1140
ноя.87	699	300	190	190
ноя.87	700	720	855	855
ноя.87	717	720	1016	1016
ноя.87	719	714	1677	1677
ноя.87	720	720	1519	1519
ноя.87	721	600	561	561
ноя.87	722	720	1051	1051
ноя.87	724	714	925	925
ноя.87	725	624	188	188
ноя.87	743	720	1044	1044
ноя.87	744	648	1110	1110
ноя.87	745	720	1140	1140
ноя.87	747	372	241	241
ноя.87	749	720	759	759
ноя.87	751	706	864	864
ноя.87	752	576	236	236
ноя.87	768	720	835	835
ноя.87	769	720	550	550
ноя.87	770	720	949	949
ноя.87	771	720	1801	1801
ноя.87	772	714	1044	1044
ноя.87	773	720	1425	1425
ноя.87	774	720	1519	1519
ноя.87	775	720	1329	1329
ноя.87	776	720	1044	1044
ноя.87	797	120	95	95
ноя.87	798	264	209	209
ноя.87	799	72	57	57
ноя.87	822	240	190	190
ноя.87	848	264	209	209
ноя.87	849	120	98	98
ноя.87	850	24	16	16
дек.87	3005	744	758	758
дек.87	3007	744	715	715
дек.87	352P	744	197	197
дек.87	370P	744	325	325
дек.87	37P	744	1191	1191
дек.87	566	744	758	758
дек.87	567	744	650	650
дек.87	577	744	866	866
дек.87	578	744	650	650
дек.87	579	744	758	758
дек.87	582	744	118	781
дек.87	584	744	715	715
дек.87	593	744	1082	1082
дек.87	594	744	541	541
дек.87	596	744	758	758
дек.87	597	744	1040	1040
дек.87	598	744	650	650
дек.87	599	744	1408	1408
дек.87	600	744	975	975
дек.87	601	744	1082	1082
дек.87	614	744	480	480
дек.87	618	744	866	866
дек.87	619	372	432	432
дек.87	620	744	866	866
дек.87	622	744	693	693
дек.87	623	360	419	419
дек.87	624	744	758	758
дек.87	625	168	186	186
дек.87	639	744	650	650
дек.87	640	372	563	563
дек.87	642	744	650	650
дек.87	644	744	758	758
дек.87	646	744	758	758
дек.87	647	744	1300	1300
дек.87	664	624	545	545
дек.87	666	744	1951	1951
дек.87	668	744	480	480
дек.87	669	744	607	867
дек.87	670	744	423	1410
дек.87	671	408	451	451
дек.87	672	744	1408	1408
дек.87	673	744	1082	1082
дек.87	674	744	325	325
дек.87	691	72	55	55
дек.87	694	744	1300	1300
дек.87	696	744	866	866
дек.87	697	744	866	866
дек.87	698	744	368	368
дек.87	699	420	301	301
дек.87	700	624	204	204
дек.87	717	744	735	735
дек.87	719	744	1733	1733
дек.87	720	744	1733	1733
дек.87	721	744	1408	1408
дек.87	722	744	1082	1082
дек.87	724	744	1191	1191
дек.87	725	384	390	390
дек.87	743	744	1082	1082
дек.87	745	744	1191	1191
дек.87	747	228	107	107
дек.87	749	744	758	758
дек.87	751	696	898	898
дек.87	752	384	348	348
дек.87	768	744	953	953
дек.87	769	744	563	563
дек.87	770	744	1386	1733
дек.87	771	744	1304	1304
дек.87	772	744	1082	1082
дек.87	773	744	1733	1733
дек.87	774	744	1625	1625
дек.87	775	744	1300	1300
дек.87	776	744	755	755
дек.87	797	744	541	541
дек.87	798	744	476	476
дек.87	799	744	412	412
дек.87	800	240	244	244
дек.87	801	216	220	220
дек.87	803	144	189	189
дек.87	822	744	650	650
дек.87	823	504	440	440
дек.87	825	72	73	73
дек.87	828	72	84	84
дек.87	848	744	432	432
дек.87	849	744	425	425
дек.87	850	744	342	342
дек.87	854	96	120	120
дек.87	855	120	147	147
янв.88	3005	720	731	731
янв.88	3007	720	690	690
янв.88	352P	720	687	687
янв.88	370P	720	298	298
янв.88	37P	720	1195	1195
янв.88	566	720	731	731
янв.88	567	720	628	628
янв.88	568	96	120	120
янв.88	577	648	967	967
янв.88	578	720	956	956
янв.88	579	720	731	731
янв.88	582	720	8	758
янв.88	583	72	96	96
янв.88	584	720	690	690
янв.88	593	720	1045	1045
янв.88	594	720	657	657
янв.88	596	720	731	731
янв.88	597	720	1005	1005
янв.88	598	720	628	628
янв.88	599	720	1359	1359
янв.88	600	720	942	942
янв.88	601	720	1045	1045
янв.88	614	720	897	897
янв.88	618	720	836	836
янв.88	619	360	836	836
янв.88	620	720	836	836
янв.88	621	24	30	30
янв.88	622	432	411	411
янв.88	623	720	836	836
янв.88	624	720	731	731
янв.88	625	720	793	795
янв.88	639	720	628	628
янв.88	640	360	543	543
янв.88	642	720	628	628
янв.88	644	624	783	783
янв.88	646	720	731	731
янв.88	647	720	1254	1254
янв.88	648	168	278	278
янв.88	649	168	196	196
янв.88	650	384	797	797
янв.88	664	336	516	516
янв.88	666	720	1889	1889
янв.88	668	720	463	463
янв.88	669	720	585	835
янв.88	670	720	925	1360
янв.88	671	720	795	795
янв.88	672	720	1359	1359
янв.88	673	720	1042	1045
янв.88	674	720	687	687
янв.88	691	504	879	879
янв.88	694	720	1251	1254
янв.88	696	720	835	836
янв.88	697	720	836	836
янв.88	698	624	306	307
янв.88	699	720	607	607
янв.88	700	552	688	688
янв.88	717	720	708	708
янв.88	719	720	1166	1166
янв.88	720	720	1673	1673
янв.88	721	720	1359	1359
янв.88	722	720	1045	1045
янв.88	724	720	1150	1150
янв.88	725	360	377	377
янв.88	743	720	1045	1045
янв.88	745	720	1150	1150
янв.88	749	720	731	731
янв.88	752	240	248	248
янв.88	768	720	920	920
янв.88	769	720	543	543
янв.88	770	720	502	1673
янв.88	771	720	1257	1259
янв.88	772	720	1045	1045
янв.88	773	720	1664	1672
янв.88	774	720	1570	1570
янв.88	775	720	1254	1254
янв.88	776	720	729	729
янв.88	797	720	522	522
янв.88	798	720	460	460
янв.88	799	720	398	398
янв.88	800	720	731	731
янв.88	801	720	696	731
янв.88	803	720	942	942
янв.88	804	432	753	753
янв.88	822	720	628	628
янв.88	823	720	628	628
янв.88	825	720	731	731
янв.88	828	720	836	836
янв.88	829	120	190	190
янв.88	848	720	418	418
янв.88	849	720	410	410
янв.88	850	720	331	331
янв.88	851	624	1011	1011
янв.88	852	384	558	558
янв.88	854	720	895	900
янв.88	855	720	879	879
янв.88	856	120	200	200
фев.88	3005	744	637	637
фев.88	3007	744	600	600
фев.88	352P	744	597	597
фев.88	370P	744	259	259
фев.88	37P	744	1039	1039
фев.88	566	744	637	637
фев.88	567	744	546	546
фев.88	568	744	781	781
фев.88	577	648	973	973
фев.88	578	744	831	831
фев.88	579	744	637	637
фев.88	582	744	8	709
фев.88	583	744	831	831
фев.88	584	744	600	600
фев.88	593	744	909	909
фев.88	594	648	645	645
фев.88	596	744	637	637
фев.88	597	744	874	874
фев.88	598	552	528	528
фев.88	599	744	1181	1181
фев.88	600	648	713	713
фев.88	601	744	909	909
фев.88	603	360	466	466
фев.88	614	744	781	781
фев.88	618	744	727	727
фев.88	619	372	727	727
фев.88	620	744	727	727
фев.88	621	24	25	25
фев.88	622	696	1265	1265
фев.88	623	744	727	727
фев.88	624	744	637	637
фев.88	625	744	690	692
фев.88	639	744	546	546
фев.88	640	372	473	473
фев.88	642	744	703	703
фев.88	644	744	936	936
фев.88	646	744	637	637
фев.88	647	168	246	246
фев.88	648	744	1039	1039
фев.88	649	312	305	305
фев.88	650	744	1300	1300
фев.88	652	360	504	504
фев.88	653	360	479	479
фев.88	664	744	961	961
фев.88	666	744	1631	1631
фев.88	668	744	403	403
фев.88	669	744	508	726
фев.88	670	744	804	1183
фев.88	671	744	692	692
фев.88	672	744	1181	1181
фев.88	673	744	906	909
фев.88	674	744	597	597
фев.88	691	744	1092	1092
фев.88	694	744	1088	1091
фев.88	696	744	727	728
фев.88	697	744	727	727
фев.88	698	216	302	302
фев.88	699	744	527	527
фев.88	700	744	781	781
фев.88	717	744	616	616
фев.88	719	744	1014	1014
фев.88	720	744	1455	1455
фев.88	721	744	1181	1181
фев.88	722	744	909	909
фев.88	724	744	1000	1000
фев.88	725	372	328	328
фев.88	743	744	909	909
фев.88	745	744	1000	1000
фев.88	749	744	637	637
фев.88	752	744	1248	1248
фев.88	768	744	800	800
фев.88	769	744	473	473
фев.88	770	744	437	1455
фев.88	771	744	962	964
фев.88	772	744	909	909
фев.88	773	744	1447	1454
фев.88	774	480	848	848
фев.88	775	744	1090	1090
фев.88	776	744	634	634
фев.88	797	552	530	530
фев.88	798	744	400	400
фев.88	799	744	347	347
фев.88	800	744	637	637
фев.88	801	744	606	636
фев.88	803	744	819	819
фев.88	804	744	1092	1092
фев.88	822	744	546	546
фев.88	823	744	546	546
фев.88	824	168	199	199
фев.88	825	744	637	637
фев.88	826	24	25	25
фев.88	827	96	91	91
фев.88	828	744	727	727
фев.88	829	744	988	988
фев.88	848	744	363	363
фев.88	849	744	357	357
фев.88	850	744	289	289
фев.88	851	648	882	882
фев.88	852	744	909	909
фев.88	853	24	22	22
фев.88	854	744	778	782
фев.88	855	744	765	765
фев.88	856	744	1039	1039
фев.88	873	96	98	98
фев.88	874	96	101	101
фев.88	877	24	24	24
фев.88	927	24	24	24
фев.88	952	24	23	23
мар.88	3005	744	777	777
мар.88	3007	744	680	680
мар.88	352P	744	375	375
мар.88	370P	744	163	163
мар.88	37P	744	652	652
мар.88	566	744	738	738
мар.88	567	504	374	374
мар.88	568	552	363	363
мар.88	577	744	1166	1166
мар.88	578	744	971	971
мар.88	579	744	400	400
мар.88	582	744	23	777
мар.88	583	744	521	521
мар.88	584	744	777	777
мар.88	593	744	777	777
мар.88	594	744	583	583
мар.88	596	744	777	777
мар.88	597	336	334	334
мар.88	598	744	1166	1166
мар.88	599	600	401	401
мар.88	600	264	311	311
мар.88	601	744	933	933
мар.88	603	744	816	816
мар.88	614	744	490	490
мар.88	618	744	456	456
мар.88	619	372	680	680
мар.88	620	744	777	777
мар.88	621	24	19	19
мар.88	622	600	685	685
мар.88	623	744	1166	1166
мар.88	624	744	875	875
мар.88	625	744	1124	1127
мар.88	639	744	680	680
мар.88	640	372	297	297
мар.88	642	744	1166	1166
мар.88	644	648	376	376
мар.88	646	744	971	971
мар.88	648	744	835	835
мар.88	650	744	1029	1029
мар.88	651	696	909	909
мар.88	652	744	654	654
мар.88	653	744	1166	1166
мар.88	664	744	604	604
мар.88	666	744	1360	1360
мар.88	668	744	1166	1166
мар.88	669	744	408	583
мар.88	670	744	641	1069
мар.88	671	744	777	777
мар.88	672	744	875	875
мар.88	673	744	968	971
мар.88	674	744	292	292
мар.88	691	744	485	485
мар.88	694	576	333	334
мар.88	696	576	353	354
мар.88	697	744	777	777
мар.88	698	744	193	193
мар.88	699	744	331	331
мар.88	700	744	563	563
мар.88	717	744	1166	1166
мар.88	719	744	636	636
мар.88	720	744	1550	1550
мар.88	721	744	1554	1554
мар.88	722	744	1554	1554
мар.88	724	744	971	971
мар.88	725	372	206	206
мар.88	743	744	252	252
мар.88	745	744	1166	1166
мар.88	749	744	1166	1166
мар.88	752	744	660	660
мар.88	768	744	875	875
мар.88	769	744	583	583
мар.88	770	744	489	699
мар.88	771	744	1551	1554
мар.88	772	744	1166	1166
мар.88	773	744	1547	1554
мар.88	774	744	825	825
мар.88	775	744	1068	1068
мар.88	776	744	1166	1166
мар.88	797	744	703	703
мар.88	798	744	777	777
мар.88	799	744	87	875
мар.88	800	744	583	583
мар.88	801	744	1111	1166
мар.88	803	744	1068	1068
мар.88	804	744	1068	1068
мар.88	805	24	22	22
мар.88	806	24	19	19
мар.88	822	744	971	971
мар.88	823	744	971	971
мар.88	824	744	777	777
мар.88	825	744	1166	1166
мар.88	826	744	491	491
мар.88	827	744	875	875
мар.88	828	744	456	456
мар.88	829	744	619	619
мар.88	830	24	19	19
мар.88	848	744	1166	1166
мар.88	849	744	971	971
мар.88	850	744	1166	1166
мар.88	852	744	777	777
мар.88	853	744	641	641
мар.88	854	744	966	971
мар.88	855	744	1166	1166
мар.88	856	744	1068	1068
мар.88	873	744	738	738
мар.88	874	744	758	758
мар.88	877	744	583	583
мар.88	879	432	395	395
мар.88	880	264	207	207
мар.88	904	480	439	439
мар.88	927	744	563	563
мар.88	928	24	19	19
мар.88	929	288	263	263
мар.88	952	744	621	621
апр.88	3005	720	819	819
апр.88	3007	720	909	909
апр.88	352P	720	418	418
апр.88	370P	720	327	327
апр.88	37P	720	454	454
апр.88	566	720	764	764
апр.88	567	720	874	874
апр.88	568	720	855	855
апр.88	577	720	1091	1091
апр.88	578	720	909	909
апр.88	579	720	559	559
апр.88	582	192	17	139
апр.88	583	720	691	691
апр.88	584	720	819	819
апр.88	586	24	12	12
апр.88	593	720	363	363
апр.88	594	720	636	636
апр.88	596	720	909	909
апр.88	597	720	546	546
апр.88	598	720	891	891
апр.88	599	720	928	928
апр.88	600	720	1091	1091
апр.88	601	720	874	874
апр.88	603	720	727	727
апр.88	614	720	509	509
апр.88	618	720	454	454
апр.88	619	360	909	909
апр.88	620	720	836	836
апр.88	621	720	727	727
апр.88	622	384	349	349
апр.88	623	720	1273	1273
апр.88	624	720	618	618
апр.88	625	720	1089	1091
апр.88	626	24	3	3
апр.88	639	720	727	727
апр.88	640	360	418	418
апр.88	642	720	1164	1327
апр.88	644	720	727	727
апр.88	646	720	782	782
апр.88	648	720	691	691
апр.88	650	528	415	415
апр.88	651	720	1091	1091
апр.88	652	720	636	636
апр.88	653	720	1054	1054
апр.88	664	720	355	355
апр.88	666	720	363	363
апр.88	668	720	909	909
апр.88	669	720	446	637
апр.88	670	720	781	949
апр.88	671	720	501	501
апр.88	672	720	764	764
апр.88	673	720	1016	1018
апр.88	674	360	219	219
апр.88	691	432	356	356
апр.88	694	720	872	874
апр.88	696	384	339	339
апр.88	697	720	1054	1054
апр.88	698	720	963	963
апр.88	699	600	386	386
апр.88	700	720	1037	1037
апр.88	717	720	1091	1091
